Vardas         Pavarde        ND1       ND2       ND3       ND4       ND5       Egzaminas 
Vardas115      Pavarde115     10        3         1         9         2         3         
Vardas116      Pavarde116     5         1         10        6         6         8         
Vardas117      Pavarde117     2         7         5         10        4         5         
Vardas118      Pavarde118     4         9         10        5         4         5         
Vardas119      Pavarde119     5         10        3         1         9         5         
Vardas120      Pavarde120     5         3         6         7         5         2         
Vardas121      Pavarde121     7         5         10        9         6         9         
Vardas122      Pavarde122     4         1         9         5         7         3         
Vardas123      Pavarde123     9         9         2         4         2         8         
Vardas124      Pavarde124     4         3         9         9         3         7         
Vardas125      Pavarde125     8         1         8         7         8         3         
Vardas126      Pavarde126     7         6         2         7         8         10        
Vardas127      Pavarde127     8         6         7         10        4         10        
Vardas128      Pavarde128     2         2         5         6         8         2         
Vardas129      Pavarde129     4         7         2         1         2         9         
Vardas130      Pavarde130     10        6         1         1         5         1         
Vardas131      Pavarde131     5         1         3         6         6         7         
Vardas132      Pavarde132     2         8         2         9         6         5         
Vardas133      Pavarde133     2         8         2         6         4         1         
Vardas134      Pavarde134     1         1         7         3         4         9         
Vardas135      Pavarde135     2         8         4         8         6         6         
Vardas136      Pavarde136     8         10        7         8         7         7         
Vardas137      Pavarde137     10        9         6         8         1         3         
Vardas138      Pavarde138     6         4         2         7         6         8         
Vardas139      Pavarde139     4         2         8         4         4         6         
Vardas140      Pavarde140     8         7         3         9         4         2         
Vardas141      Pavarde141     2         5         4         9         9         1         
Vardas142      Pavarde142     9         7         3         4         4         1         
Vardas143      Pavarde143     1         6         1         9         10        10        
Vardas144      Pavarde144     3         5         2         5         3         9         
Vardas145      Pavarde145     8         9         8         4         7         3         
Vardas146      Pavarde146     5         8         4         1         5         10        
Vardas147      Pavarde147     1         6         2         8         6         1         
Vardas148      Pavarde148     7         3         2         5         9         8         
Vardas149      Pavarde149     6         4         6         9         5         8         
Vardas150      Pavarde150     5         9         9         10        2         1         
Vardas151      Pavarde151     1         5         3         2         7         5         
Vardas152      Pavarde152     9         3         4         5         5         4         
Vardas153      Pavarde153     9         8         4         3         8         1         
Vardas154      Pavarde154     7         5         2         3         1         5         
Vardas155      Pavarde155     3         6         4         2         6         8         
Vardas156      Pavarde156     2         9         1         10        6         3         
Vardas157      Pavarde157     4         6         4         2         10        9         
Vardas158      Pavarde158     6         2         8         7         3         2         
Vardas159      Pavarde159     7         5         7         9         8         5         
Vardas160      Pavarde160     8         5         10        6         7         8         
Vardas161      Pavarde161     9         7         8         7         7         10        
Vardas162      Pavarde162     8         5         5         6         9         4         
Vardas163      Pavarde163     3         4         7         3         6         10        
Vardas164      Pavarde164     2         2         4         8         10        1         
Vardas165      Pavarde165     1         8         6         1         3         6         
Vardas166      Pavarde166     6         6         3         7         2         1         
Vardas167      Pavarde167     4         8         10        4         7         5         
Vardas168      Pavarde168     9         9         10        3         9         10        
Vardas169      Pavarde169     8         2         4         9         10        3         
Vardas170      Pavarde170     1         10        8         3         3         8         
Vardas171      Pavarde171     6         7         1         1         8         1         
Vardas172      Pavarde172     9         9         6         4         6         8         
Vardas173      Pavarde173     8         5         9         6         1         4         
Vardas174      Pavarde174     1         4         8         7         4         9         
Vardas175      Pavarde175     9         6         2         4         10        3         
Vardas176      Pavarde176     4         4         4         8         7         5         
Vardas177      Pavarde177     1         8         8         10        9         4         
Vardas178      Pavarde178     5         10        10        3         7         10        
Vardas179      Pavarde179     10        2         1         7         7         1         
Vardas180      Pavarde180     4         3         9         8         2         4         
Vardas181      Pavarde181     1         5         2         5         7         9         
Vardas182      Pavarde182     4         8         9         5         1         9         
Vardas183      Pavarde183     3         2         8         6         2         10        
Vardas184      Pavarde184     9         5         6         3         8         1         
Vardas185      Pavarde185     4         5         3         3         2         7         
Vardas186      Pavarde186     7         10        6         3         9         1         
Vardas187      Pavarde187     6         2         3         5         8         7         
Vardas188      Pavarde188     8         7         1         3         4         5         
Vardas189      Pavarde189     9         2         10        9         10        9         
Vardas190      Pavarde190     5         6         4         10        4         1         
Vardas191      Pavarde191     4         4         1         9         2         4         
Vardas192      Pavarde192     10        2         5         3         10        4         
Vardas193      Pavarde193     3         9         5         10        2         7         
Vardas194      Pavarde194     1         4         6         10        2         9         
Vardas195      Pavarde195     5         5         4         7         9         4         
Vardas196      Pavarde196     8         5         8         1         3         7         
Vardas197      Pavarde197     4         2         4         9         2         3         
Vardas198      Pavarde198     9         9         9         2         6         3         
Vardas199      Pavarde199     2         10        9         5         4         7         
Vardas200      Pavarde200     5         7         4         5         4         10        
Vardas201      Pavarde201     8         8         1         5         2         10        
Vardas202      Pavarde202     8         6         8         5         7         5         
Vardas203      Pavarde203     9         9         6         5         8         5         
Vardas204      Pavarde204     1         2         3         9         8         6         
Vardas205      Pavarde205     3         7         4         6         1         1         
Vardas206      Pavarde206     10        9         2         9         1         10        
Vardas207      Pavarde207     10        1         2         4         4         1         
Vardas208      Pavarde208     9         7         5         8         1         10        
Vardas209      Pavarde209     9         7         2         8         3         4         
Vardas210      Pavarde210     10        5         8         4         10        10        
Vardas211      Pavarde211     3         8         3         9         9         10        
Vardas212      Pavarde212     1         1         7         4         5         9         
Vardas213      Pavarde213     1         7         5         4         10        5         
Vardas214      Pavarde214     3         4         6         8         10        2         
Vardas215      Pavarde215     4         6         8         7         9         3         
Vardas216      Pavarde216     9         9         1         7         1         5         
Vardas217      Pavarde217     4         2         3         4         10        4         
Vardas218      Pavarde218     1         9         1         6         2         2         
Vardas219      Pavarde219     1         1         9         3         8         4         
Vardas220      Pavarde220     10        8         9         8         3         5         
Vardas221      Pavarde221     4         7         4         10        2         4         
Vardas222      Pavarde222     4         9         5         1         10        10        
Vardas223      Pavarde223     7         9         7         2         4         6         
Vardas224      Pavarde224     1         3         10        2         5         2         
Vardas225      Pavarde225     1         8         9         9         1         8         
Vardas226      Pavarde226     1         9         1         5         10        4         
Vardas227      Pavarde227     6         6         1         9         9         10        
Vardas228      Pavarde228     2         1         3         8         5         2         
Vardas229      Pavarde229     7         3         6         9         5         2         
Vardas230      Pavarde230     2         6         7         5         8         3         
Vardas231      Pavarde231     3         1         2         8         6         7         
Vardas232      Pavarde232     9         5         4         6         9         8         
Vardas233      Pavarde233     5         2         8         7         4         10        
Vardas234      Pavarde234     9         9         5         6         2         4         
Vardas235      Pavarde235     2         6         10        9         4         7         
Vardas236      Pavarde236     2         6         7         2         4         3         
Vardas237      Pavarde237     2         4         7         8         5         8         
Vardas238      Pavarde238     4         3         8         1         6         9         
Vardas239      Pavarde239     7         2         1         7         4         2         
Vardas240      Pavarde240     7         5         1         2         8         5         
Vardas241      Pavarde241     1         9         3         9         10        4         
Vardas242      Pavarde242     3         8         5         4         10        2         
Vardas243      Pavarde243     3         8         10        7         5         3         
Vardas244      Pavarde244     2         1         9         7         10        6         
Vardas245      Pavarde245     4         1         3         6         2         2         
Vardas246      Pavarde246     4         2         2         3         5         3         
Vardas247      Pavarde247     4         3         7         10        4         5         
Vardas248      Pavarde248     8         4         4         8         6         3         
Vardas249      Pavarde249     8         1         4         3         4         9         
Vardas250      Pavarde250     1         6         6         5         1         2         
Vardas251      Pavarde251     8         7         3         4         7         5         
Vardas252      Pavarde252     2         10        7         8         3         8         
Vardas253      Pavarde253     1         3         6         5         4         6         
Vardas254      Pavarde254     1         7         9         7         5         7         
Vardas255      Pavarde255     6         9         6         3         6         10        
Vardas256      Pavarde256     10        9         8         2         8         1         
Vardas257      Pavarde257     3         6         10        5         4         3         
Vardas258      Pavarde258     9         2         3         5         4         3         
Vardas259      Pavarde259     10        3         6         9         6         2         
Vardas260      Pavarde260     1         10        6         8         1         4         
Vardas261      Pavarde261     2         2         6         4         3         4         
Vardas262      Pavarde262     6         2         5         1         5         7         
Vardas263      Pavarde263     4         5         9         1         8         4         
Vardas264      Pavarde264     8         4         7         8         9         7         
Vardas265      Pavarde265     6         9         3         2         3         10        
Vardas266      Pavarde266     2         9         10        8         7         2         
Vardas267      Pavarde267     4         7         7         7         10        2         
Vardas268      Pavarde268     8         10        3         3         7         6         
Vardas269      Pavarde269     8         5         10        5         8         7         
Vardas270      Pavarde270     7         3         1         3         8         6         
Vardas271      Pavarde271     1         3         7         7         5         1         
Vardas272      Pavarde272     9         1         3         2         9         7         
Vardas273      Pavarde273     1         1         4         9         5         3         
Vardas274      Pavarde274     3         1         3         10        1         9         
Vardas275      Pavarde275     5         10        10        3         1         5         
Vardas276      Pavarde276     3         1         2         2         8         9         
Vardas277      Pavarde277     3         8         2         3         9         6         
Vardas278      Pavarde278     4         2         7         10        4         9         
Vardas279      Pavarde279     7         1         3         7         10        3         
Vardas280      Pavarde280     8         10        10        7         5         4         
Vardas281      Pavarde281     6         8         3         6         9         10        
Vardas282      Pavarde282     6         8         3         5         5         8         
Vardas283      Pavarde283     3         5         10        4         7         8         
Vardas284      Pavarde284     5         9         10        4         4         3         
Vardas285      Pavarde285     9         5         10        8         8         1         
Vardas286      Pavarde286     2         9         9         5         4         5         
Vardas287      Pavarde287     5         2         1         3         10        8         
Vardas288      Pavarde288     8         9         9         4         9         8         
Vardas289      Pavarde289     5         8         10        9         6         1         
Vardas290      Pavarde290     6         3         6         5         2         5         
Vardas291      Pavarde291     3         7         6         1         6         3         
Vardas292      Pavarde292     9         10        10        5         3         9         
Vardas293      Pavarde293     8         6         10        3         7         1         
Vardas294      Pavarde294     6         9         4         5         4         6         
Vardas295      Pavarde295     1         5         3         1         1         7         
Vardas296      Pavarde296     5         7         6         9         2         2         
Vardas297      Pavarde297     8         2         3         4         2         2         
Vardas298      Pavarde298     7         2         1         6         2         8         
Vardas299      Pavarde299     7         3         6         1         7         9         
Vardas300      Pavarde300     3         1         8         8         1         1         
Vardas301      Pavarde301     1         4         6         4         7         7         
Vardas302      Pavarde302     10        10        1         6         1         2         
Vardas303      Pavarde303     9         7         10        2         10        2         
Vardas304      Pavarde304     2         10        6         3         9         1         
Vardas305      Pavarde305     2         4         5         6         3         1         
Vardas306      Pavarde306     9         4         8         6         1         10        
Vardas307      Pavarde307     5         7         1         5         6         8         
Vardas308      Pavarde308     8         3         1         6         10        2         
Vardas309      Pavarde309     1         3         7         4         6         2         
Vardas310      Pavarde310     6         2         1         9         4         1         
Vardas311      Pavarde311     5         8         8         8         5         4         
Vardas312      Pavarde312     9         8         6         8         1         5         
Vardas313      Pavarde313     6         6         5         8         5         6         
Vardas314      Pavarde314     4         4         4         6         8         2         
Vardas315      Pavarde315     1         8         10        8         9         9         
Vardas316      Pavarde316     6         10        8         1         4         2         
Vardas317      Pavarde317     4         3         2         7         10        10        
Vardas318      Pavarde318     7         8         3         7         4         9         
Vardas319      Pavarde319     3         6         1         8         10        5         
Vardas320      Pavarde320     2         5         2         3         3         1         
Vardas321      Pavarde321     2         4         10        1         9         9         
Vardas322      Pavarde322     1         3         6         6         7         2         
Vardas323      Pavarde323     8         8         3         5         4         6         
Vardas324      Pavarde324     7         8         1         9         4         8         
Vardas325      Pavarde325     6         2         4         5         8         4         
Vardas326      Pavarde326     2         9         5         3         8         7         
Vardas327      Pavarde327     10        4         2         7         7         7         
Vardas328      Pavarde328     9         7         4         7         4         8         
Vardas329      Pavarde329     7         7         1         3         5         4         
Vardas330      Pavarde330     3         1         5         2         6         2         
Vardas331      Pavarde331     5         2         8         8         3         10        
Vardas332      Pavarde332     2         5         2         3         1         3         
Vardas333      Pavarde333     3         4         5         4         4         7         
Vardas334      Pavarde334     9         9         6         9         5         8         
Vardas335      Pavarde335     8         8         3         9         10        2         
Vardas336      Pavarde336     7         2         5         4         7         9         
Vardas337      Pavarde337     7         7         8         10        3         5         
Vardas338      Pavarde338     2         5         5         4         2         5         
Vardas339      Pavarde339     2         6         1         2         5         7         
Vardas340      Pavarde340     10        1         2         10        9         9         
Vardas341      Pavarde341     6         1         7         10        2         7         
Vardas342      Pavarde342     6         1         1         2         9         5         
Vardas343      Pavarde343     5         8         4         7         10        4         
Vardas344      Pavarde344     1         6         8         3         10        10        
Vardas345      Pavarde345     4         2         10        9         1         1         
Vardas346      Pavarde346     5         3         7         9         3         5         
Vardas347      Pavarde347     1         3         4         3         6         7         
Vardas348      Pavarde348     5         4         10        7         5         1         
Vardas349      Pavarde349     2         9         7         2         1         2         
Vardas350      Pavarde350     2         7         8         7         10        6         
Vardas351      Pavarde351     6         8         9         9         2         5         
Vardas352      Pavarde352     3         5         1         2         7         4         
Vardas353      Pavarde353     9         3         4         6         9         7         
Vardas354      Pavarde354     3         4         7         8         7         4         
Vardas355      Pavarde355     7         7         4         3         1         8         
Vardas356      Pavarde356     1         2         5         9         3         9         
Vardas357      Pavarde357     4         4         3         1         5         3         
Vardas358      Pavarde358     6         9         1         6         5         2         
Vardas359      Pavarde359     7         1         2         3         8         6         
Vardas360      Pavarde360     8         8         8         1         10        7         
Vardas361      Pavarde361     2         1         2         2         9         4         
Vardas362      Pavarde362     10        3         3         4         3         5         
Vardas363      Pavarde363     9         3         8         2         3         7         
Vardas364      Pavarde364     4         9         8         4         8         3         
Vardas365      Pavarde365     8         6         8         6         6         2         
Vardas366      Pavarde366     9         1         1         6         4         9         
Vardas367      Pavarde367     9         5         6         7         4         1         
Vardas368      Pavarde368     7         8         4         7         4         2         
Vardas369      Pavarde369     7         2         3         7         3         5         
Vardas370      Pavarde370     8         1         2         4         3         5         
Vardas371      Pavarde371     1         8         2         6         4         3         
Vardas372      Pavarde372     4         4         5         1         4         9         
Vardas373      Pavarde373     1         2         5         4         4         3         
Vardas374      Pavarde374     2         10        9         6         4         6         
Vardas375      Pavarde375     3         6         3         6         4         4         
Vardas376      Pavarde376     9         2         6         9         9         1         
Vardas377      Pavarde377     7         8         9         10        4         2         
Vardas378      Pavarde378     1         1         6         10        6         7         
Vardas379      Pavarde379     1         7         6         6         3         4         
Vardas380      Pavarde380     1         9         9         4         10        5         
Vardas381      Pavarde381     8         4         1         2         4         10        
Vardas382      Pavarde382     3         3         6         4         2         7         
Vardas383      Pavarde383     9         10        3         3         6         10        
Vardas384      Pavarde384     10        2         5         5         10        4         
Vardas385      Pavarde385     5         10        8         6         4         2         
Vardas386      Pavarde386     7         7         7         2         5         1         
Vardas387      Pavarde387     10        8         4         5         2         3         
Vardas388      Pavarde388     7         10        10        3         2         2         
Vardas389      Pavarde389     1         9         2         6         3         6         
Vardas390      Pavarde390     5         9         3         4         3         4         
Vardas391      Pavarde391     2         1         9         4         6         5         
Vardas392      Pavarde392     7         9         3         10        4         9         
Vardas393      Pavarde393     6         3         3         6         10        7         
Vardas394      Pavarde394     4         4         1         5         6         1         
Vardas395      Pavarde395     6         6         2         8         1         9         
Vardas396      Pavarde396     7         8         1         3         3         7         
Vardas397      Pavarde397     6         2         8         2         1         1         
Vardas398      Pavarde398     2         1         9         7         8         8         
Vardas399      Pavarde399     8         7         7         4         9         6         
Vardas400      Pavarde400     3         5         5         2         10        8         
Vardas401      Pavarde401     8         6         9         5         4         9         
Vardas402      Pavarde402     10        3         7         1         7         5         
Vardas403      Pavarde403     6         1         4         7         6         3         
Vardas404      Pavarde404     8         6         2         1         4         3         
Vardas405      Pavarde405     5         9         4         10        4         8         
Vardas406      Pavarde406     7         6         10        9         8         4         
Vardas407      Pavarde407     4         7         8         5         10        6         
Vardas408      Pavarde408     2         1         1         10        2         10        
Vardas409      Pavarde409     8         10        6         9         6         10        
Vardas410      Pavarde410     8         7         1         9         9         1         
Vardas411      Pavarde411     1         5         9         10        2         8         
Vardas412      Pavarde412     1         3         10        2         9         4         
Vardas413      Pavarde413     9         7         6         3         9         4         
Vardas414      Pavarde414     5         4         4         2         9         6         
Vardas415      Pavarde415     10        4         5         2         3         1         
Vardas416      Pavarde416     8         10        10        1         2         2         
Vardas417      Pavarde417     3         3         4         5         7         9         
Vardas418      Pavarde418     9         2         5         5         3         9         
Vardas419      Pavarde419     7         6         6         6         4         9         
Vardas420      Pavarde420     3         8         9         6         5         5         
Vardas421      Pavarde421     3         5         2         10        7         6         
Vardas422      Pavarde422     8         5         5         2         3         5         
Vardas423      Pavarde423     5         1         7         6         8         10        
Vardas424      Pavarde424     1         3         1         5         2         3         
Vardas425      Pavarde425     8         8         8         7         5         6         
Vardas426      Pavarde426     6         10        2         10        5         1         
Vardas427      Pavarde427     4         3         6         10        2         8         
Vardas428      Pavarde428     6         6         4         10        1         10        
Vardas429      Pavarde429     4         4         10        8         1         3         
Vardas430      Pavarde430     3         6         5         6         7         2         
Vardas431      Pavarde431     6         2         10        5         6         8         
Vardas432      Pavarde432     10        9         2         7         10        9         
Vardas433      Pavarde433     1         9         1         8         7         2         
Vardas434      Pavarde434     9         4         3         10        6         1         
Vardas435      Pavarde435     8         8         8         9         1         5         
Vardas436      Pavarde436     9         3         5         3         1         7         
Vardas437      Pavarde437     8         7         3         10        2         1         
Vardas438      Pavarde438     4         1         10        5         1         4         
Vardas439      Pavarde439     6         5         6         5         2         9         
Vardas440      Pavarde440     7         5         4         1         8         3         
Vardas441      Pavarde441     8         6         1         1         7         5         
Vardas442      Pavarde442     1         1         4         1         6         5         
Vardas443      Pavarde443     6         5         4         7         8         7         
Vardas444      Pavarde444     9         3         9         3         2         8         
Vardas445      Pavarde445     10        3         4         6         7         6         
Vardas446      Pavarde446     7         1         8         4         6         3         
Vardas447      Pavarde447     10        8         7         8         6         7         
Vardas448      Pavarde448     7         7         2         1         2         5         
Vardas449      Pavarde449     9         6         3         5         6         1         
Vardas450      Pavarde450     10        7         4         6         6         7         
Vardas451      Pavarde451     9         9         2         5         6         8         
Vardas452      Pavarde452     1         4         2         6         6         2         
Vardas453      Pavarde453     2         9         1         5         8         10        
Vardas454      Pavarde454     1         9         4         4         8         5         
Vardas455      Pavarde455     1         4         7         1         3         10        
Vardas456      Pavarde456     2         9         7         5         1         1         
Vardas457      Pavarde457     8         2         3         9         3         5         
Vardas458      Pavarde458     4         3         5         2         9         3         
Vardas459      Pavarde459     8         10        4         10        6         2         
Vardas460      Pavarde460     5         7         9         8         3         5         
Vardas461      Pavarde461     7         4         9         10        1         2         
Vardas462      Pavarde462     2         2         7         5         2         2         
Vardas463      Pavarde463     10        7         8         1         7         7         
Vardas464      Pavarde464     7         5         3         6         2         4         
Vardas465      Pavarde465     5         1         9         3         6         6         
Vardas466      Pavarde466     2         1         6         4         10        8         
Vardas467      Pavarde467     1         9         5         8         10        5         
Vardas468      Pavarde468     9         9         2         8         4         9         
Vardas469      Pavarde469     9         5         8         10        6         9         
Vardas470      Pavarde470     10        3         6         2         7         7         
Vardas471      Pavarde471     10        8         6         9         4         5         
Vardas472      Pavarde472     3         5         6         1         4         4         
Vardas473      Pavarde473     3         1         5         2         8         10        
Vardas474      Pavarde474     10        5         9         2         7         1         
Vardas475      Pavarde475     4         7         7         2         2         8         
Vardas476      Pavarde476     3         3         8         1         4         4         
Vardas477      Pavarde477     1         7         10        4         4         4         
Vardas478      Pavarde478     4         1         6         1         8         8         
Vardas479      Pavarde479     6         8         1         3         4         1         
Vardas480      Pavarde480     4         1         5         6         4         7         
Vardas481      Pavarde481     6         10        7         9         1         8         
Vardas482      Pavarde482     10        3         7         9         6         3         
Vardas483      Pavarde483     8         3         10        6         5         6         
Vardas484      Pavarde484     5         7         3         6         9         10        
Vardas485      Pavarde485     1         1         9         9         10        9         
Vardas486      Pavarde486     6         2         10        7         9         1         
Vardas487      Pavarde487     8         7         2         6         1         8         
Vardas488      Pavarde488     1         9         5         10        1         1         
Vardas489      Pavarde489     7         1         9         5         2         5         
Vardas490      Pavarde490     4         5         2         8         7         5         
Vardas491      Pavarde491     3         4         7         8         7         3         
Vardas492      Pavarde492     6         7         1         5         5         7         
Vardas493      Pavarde493     7         9         10        7         7         3         
Vardas494      Pavarde494     10        6         8         7         8         7         
