Vardas         Pavarde        ND1       ND2       ND3       ND4       ND5       Egzaminas 
Vardas205      Pavarde205     2         2         3         6         10        10        
Vardas206      Pavarde206     4         5         10        1         6         8         
Vardas207      Pavarde207     9         3         2         4         10        4         
Vardas208      Pavarde208     5         9         7         3         5         1         
Vardas209      Pavarde209     6         2         3         8         5         9         
Vardas210      Pavarde210     7         1         8         7         10        4         
Vardas211      Pavarde211     10        7         10        6         10        10        
Vardas212      Pavarde212     9         7         7         3         3         6         
Vardas213      Pavarde213     3         6         5         6         3         7         
Vardas214      Pavarde214     9         1         6         5         1         9         
Vardas215      Pavarde215     3         3         3         7         10        2         
Vardas216      Pavarde216     4         9         8         7         3         1         
Vardas217      Pavarde217     5         6         5         3         1         3         
Vardas218      Pavarde218     5         9         5         2         6         9         
Vardas219      Pavarde219     8         7         6         3         5         4         
Vardas220      Pavarde220     4         7         2         6         2         6         
Vardas221      Pavarde221     3         3         9         7         4         3         
Vardas222      Pavarde222     2         10        3         1         2         7         
Vardas223      Pavarde223     3         10        5         1         1         8         
Vardas224      Pavarde224     8         1         7         9         5         4         
Vardas225      Pavarde225     7         1         9         10        7         8         
Vardas226      Pavarde226     2         1         4         4         3         10        
Vardas227      Pavarde227     8         8         5         9         9         8         
Vardas228      Pavarde228     4         8         1         10        4         3         
Vardas229      Pavarde229     9         5         9         6         8         3         
Vardas230      Pavarde230     6         2         7         5         9         5         
Vardas231      Pavarde231     6         5         3         2         6         2         
Vardas232      Pavarde232     5         1         2         6         6         10        
Vardas233      Pavarde233     4         6         5         6         4         1         
Vardas234      Pavarde234     6         9         3         5         4         6         
Vardas235      Pavarde235     10        7         4         1         10        4         
Vardas236      Pavarde236     10        6         10        3         7         9         
Vardas237      Pavarde237     5         9         2         7         5         8         
Vardas238      Pavarde238     10        5         2         3         10        2         
Vardas239      Pavarde239     6         6         6         4         1         1         
Vardas240      Pavarde240     5         5         7         8         3         10        
Vardas241      Pavarde241     5         8         9         6         7         5         
Vardas242      Pavarde242     1         5         2         2         6         7         
Vardas243      Pavarde243     8         4         1         2         4         4         
Vardas244      Pavarde244     9         4         4         1         4         8         
Vardas245      Pavarde245     3         9         6         9         9         1         
Vardas246      Pavarde246     3         3         3         3         10        3         
Vardas247      Pavarde247     8         8         4         7         4         4         
Vardas248      Pavarde248     4         5         6         7         2         10        
Vardas249      Pavarde249     3         1         9         10        8         7         
Vardas250      Pavarde250     4         9         2         6         4         7         
Vardas251      Pavarde251     3         4         10        9         10        10        
Vardas252      Pavarde252     4         1         4         2         2         8         
Vardas253      Pavarde253     4         2         2         7         1         5         
Vardas254      Pavarde254     3         6         3         1         6         10        
Vardas255      Pavarde255     9         5         4         8         3         4         
Vardas256      Pavarde256     6         10        5         1         4         5         
Vardas257      Pavarde257     4         1         3         6         7         2         
Vardas258      Pavarde258     9         10        8         10        10        1         
Vardas259      Pavarde259     3         2         1         8         8         7         
Vardas260      Pavarde260     6         10        8         5         2         5         
Vardas261      Pavarde261     2         1         6         10        10        6         
Vardas262      Pavarde262     4         4         2         2         8         4         
Vardas263      Pavarde263     7         6         5         2         3         5         
Vardas264      Pavarde264     3         10        3         2         7         4         
Vardas265      Pavarde265     6         8         2         6         5         10        
Vardas266      Pavarde266     2         5         8         1         2         1         
Vardas267      Pavarde267     9         5         4         4         2         7         
Vardas268      Pavarde268     4         1         3         3         7         10        
Vardas269      Pavarde269     2         2         7         1         1         8         
Vardas270      Pavarde270     10        8         9         3         4         4         
Vardas271      Pavarde271     8         7         2         1         4         10        
Vardas272      Pavarde272     3         3         3         2         7         5         
Vardas273      Pavarde273     10        4         1         7         4         9         
Vardas274      Pavarde274     4         4         10        2         6         9         
Vardas275      Pavarde275     1         5         10        10        3         2         
Vardas276      Pavarde276     3         10        6         8         8         3         
Vardas277      Pavarde277     4         4         1         5         10        8         
Vardas278      Pavarde278     5         9         5         9         1         7         
Vardas279      Pavarde279     8         8         6         9         5         10        
Vardas280      Pavarde280     10        3         7         5         1         7         
Vardas281      Pavarde281     9         3         2         3         8         6         
Vardas282      Pavarde282     1         5         3         1         7         1         
Vardas283      Pavarde283     5         1         5         3         5         2         
Vardas284      Pavarde284     3         1         3         3         9         8         
Vardas285      Pavarde285     7         7         6         1         8         8         
Vardas286      Pavarde286     6         6         8         10        8         8         
Vardas287      Pavarde287     10        7         9         2         8         6         
Vardas288      Pavarde288     6         9         10        1         3         9         
Vardas289      Pavarde289     8         9         2         6         7         10        
Vardas290      Pavarde290     7         10        7         4         8         5         
Vardas291      Pavarde291     8         8         3         1         10        7         
Vardas292      Pavarde292     2         10        7         3         1         3         
Vardas293      Pavarde293     6         2         10        3         10        10        
Vardas294      Pavarde294     9         9         8         3         1         1         
Vardas295      Pavarde295     8         1         9         10        6         1         
Vardas296      Pavarde296     9         10        4         4         3         9         
Vardas297      Pavarde297     1         3         7         6         6         10        
Vardas298      Pavarde298     2         10        1         4         6         10        
Vardas299      Pavarde299     9         3         7         5         1         3         
Vardas300      Pavarde300     10        6         3         7         9         7         
Vardas301      Pavarde301     4         1         6         10        4         2         
Vardas302      Pavarde302     9         8         6         4         8         7         
Vardas303      Pavarde303     8         10        6         1         1         7         
Vardas304      Pavarde304     7         9         5         8         3         5         
Vardas305      Pavarde305     7         2         7         6         7         7         
Vardas306      Pavarde306     1         4         1         10        5         2         
Vardas307      Pavarde307     2         8         4         5         4         4         
Vardas308      Pavarde308     3         8         4         8         5         3         
Vardas309      Pavarde309     4         6         1         6         3         3         
Vardas310      Pavarde310     10        5         5         3         6         7         
Vardas311      Pavarde311     4         6         8         2         10        6         
Vardas312      Pavarde312     10        3         3         2         5         4         
Vardas313      Pavarde313     7         6         2         4         9         3         
Vardas314      Pavarde314     5         1         3         8         8         6         
Vardas315      Pavarde315     1         8         1         5         9         9         
Vardas316      Pavarde316     9         9         10        6         3         2         
Vardas317      Pavarde317     9         5         1         8         1         1         
Vardas318      Pavarde318     3         4         5         10        10        6         
Vardas319      Pavarde319     7         5         4         1         9         10        
Vardas320      Pavarde320     10        7         7         5         9         5         
Vardas321      Pavarde321     5         4         3         7         4         6         
Vardas322      Pavarde322     9         8         9         1         8         10        
Vardas323      Pavarde323     8         2         8         3         6         7         
Vardas324      Pavarde324     3         8         3         10        6         3         
Vardas325      Pavarde325     9         9         9         3         5         5         
Vardas326      Pavarde326     6         7         4         8         1         2         
Vardas327      Pavarde327     7         5         2         6         6         1         
Vardas328      Pavarde328     9         1         5         9         4         7         
Vardas329      Pavarde329     9         6         5         4         7         9         
Vardas330      Pavarde330     9         1         10        2         6         3         
Vardas331      Pavarde331     5         8         6         6         8         10        
Vardas332      Pavarde332     2         8         7         6         8         5         
Vardas333      Pavarde333     1         9         6         7         8         5         
Vardas334      Pavarde334     1         2         7         9         6         9         
Vardas335      Pavarde335     6         3         10        3         1         9         
Vardas336      Pavarde336     9         9         2         5         4         9         
Vardas337      Pavarde337     2         2         9         6         4         7         
Vardas338      Pavarde338     8         7         1         5         7         1         
Vardas339      Pavarde339     10        1         2         1         3         7         
Vardas340      Pavarde340     2         9         2         9         2         6         
Vardas341      Pavarde341     9         10        1         6         6         2         
Vardas342      Pavarde342     7         8         6         2         9         7         
Vardas343      Pavarde343     3         6         8         4         5         10        
Vardas344      Pavarde344     5         9         8         7         6         4         
Vardas345      Pavarde345     10        1         6         10        1         5         
Vardas346      Pavarde346     8         10        2         4         1         5         
Vardas347      Pavarde347     4         1         5         3         2         8         
Vardas348      Pavarde348     5         2         9         8         8         2         
Vardas349      Pavarde349     9         5         3         2         9         9         
Vardas350      Pavarde350     7         5         10        2         1         9         
Vardas351      Pavarde351     9         3         10        9         8         9         
Vardas352      Pavarde352     2         5         6         10        2         8         
Vardas353      Pavarde353     8         6         5         9         7         7         
Vardas354      Pavarde354     9         6         5         8         2         5         
Vardas355      Pavarde355     4         1         8         5         4         9         
Vardas356      Pavarde356     6         9         2         3         10        9         
Vardas357      Pavarde357     5         1         4         6         6         5         
Vardas358      Pavarde358     7         8         2         4         6         7         
Vardas359      Pavarde359     9         5         2         1         2         10        
Vardas360      Pavarde360     5         8         1         6         6         1         
Vardas361      Pavarde361     3         6         9         4         3         4         
Vardas362      Pavarde362     6         8         1         10        1         9         
Vardas363      Pavarde363     2         7         9         3         9         3         
Vardas364      Pavarde364     1         8         8         2         4         1         
Vardas365      Pavarde365     1         7         10        8         4         5         
Vardas366      Pavarde366     2         4         4         7         3         7         
Vardas367      Pavarde367     1         4         8         3         5         9         
Vardas368      Pavarde368     1         4         9         9         5         8         
Vardas369      Pavarde369     1         6         2         4         6         5         
Vardas370      Pavarde370     4         3         9         8         2         4         
Vardas371      Pavarde371     1         4         3         6         1         2         
Vardas372      Pavarde372     1         2         3         9         3         2         
Vardas373      Pavarde373     6         1         3         8         3         9         
Vardas374      Pavarde374     3         6         5         3         9         6         
Vardas375      Pavarde375     5         1         1         2         10        6         
Vardas376      Pavarde376     9         10        4         7         7         1         
Vardas377      Pavarde377     3         7         6         6         8         5         
Vardas378      Pavarde378     9         3         10        4         9         4         
Vardas379      Pavarde379     3         6         4         3         5         4         
Vardas380      Pavarde380     5         6         8         5         2         5         
Vardas381      Pavarde381     4         9         5         4         2         3         
Vardas382      Pavarde382     5         1         8         4         9         4         
Vardas383      Pavarde383     8         8         5         8         3         10        
Vardas384      Pavarde384     4         2         10        8         2         9         
Vardas385      Pavarde385     3         9         8         7         4         8         
Vardas386      Pavarde386     8         3         3         5         4         6         
Vardas387      Pavarde387     2         3         3         4         7         8         
Vardas388      Pavarde388     10        6         5         8         9         10        
Vardas389      Pavarde389     2         10        8         4         5         7         
Vardas390      Pavarde390     3         1         10        6         3         5         
Vardas391      Pavarde391     4         3         9         10        7         6         
Vardas392      Pavarde392     1         4         7         1         9         3         
Vardas393      Pavarde393     2         6         8         10        3         5         
Vardas394      Pavarde394     7         7         1         3         3         5         
Vardas395      Pavarde395     5         7         10        6         10        3         
Vardas396      Pavarde396     10        10        10        2         2         9         
Vardas397      Pavarde397     2         4         2         6         3         2         
Vardas398      Pavarde398     5         4         3         1         1         6         
Vardas399      Pavarde399     5         6         10        8         7         2         
Vardas400      Pavarde400     8         9         4         2         2         7         
Vardas401      Pavarde401     9         1         8         8         9         8         
Vardas402      Pavarde402     6         3         9         8         5         5         
Vardas403      Pavarde403     7         9         2         10        6         1         
Vardas404      Pavarde404     3         10        10        6         3         10        
Vardas405      Pavarde405     4         5         9         2         7         2         
Vardas406      Pavarde406     5         2         4         10        3         2         
Vardas407      Pavarde407     5         9         5         10        1         10        
Vardas408      Pavarde408     3         3         9         6         7         8         
Vardas409      Pavarde409     4         2         9         6         7         5         
Vardas410      Pavarde410     7         8         10        6         6         4         
Vardas411      Pavarde411     9         2         6         10        2         10        
Vardas412      Pavarde412     4         2         3         6         5         7         
Vardas413      Pavarde413     1         6         6         10        2         2         
Vardas414      Pavarde414     8         2         10        1         2         10        
Vardas415      Pavarde415     9         2         2         7         2         6         
Vardas416      Pavarde416     1         7         8         7         8         7         
Vardas417      Pavarde417     10        5         7         9         3         7         
Vardas418      Pavarde418     9         1         10        9         2         7         
Vardas419      Pavarde419     2         4         10        4         4         9         
Vardas420      Pavarde420     6         3         8         8         2         5         
Vardas421      Pavarde421     3         2         3         2         10        5         
Vardas422      Pavarde422     7         2         4         8         4         7         
Vardas423      Pavarde423     3         10        5         8         2         5         
Vardas424      Pavarde424     6         5         5         4         9         9         
Vardas425      Pavarde425     5         3         2         10        9         8         
Vardas426      Pavarde426     8         5         4         10        2         4         
Vardas427      Pavarde427     6         6         2         10        4         3         
Vardas428      Pavarde428     4         2         6         3         5         3         
Vardas429      Pavarde429     9         3         4         10        7         10        
Vardas430      Pavarde430     3         4         8         6         6         5         
Vardas431      Pavarde431     3         8         8         10        9         8         
Vardas432      Pavarde432     7         10        4         1         9         10        
Vardas433      Pavarde433     1         7         8         7         9         9         
Vardas434      Pavarde434     3         8         5         7         2         2         
Vardas435      Pavarde435     1         3         5         2         8         5         
Vardas436      Pavarde436     6         6         7         6         2         1         
Vardas437      Pavarde437     8         8         5         3         1         5         
Vardas438      Pavarde438     7         10        4         5         9         5         
Vardas439      Pavarde439     7         10        5         9         7         6         
Vardas440      Pavarde440     5         1         10        9         6         9         
Vardas441      Pavarde441     10        8         5         10        9         5         
Vardas442      Pavarde442     6         4         8         10        6         9         
Vardas443      Pavarde443     7         3         3         2         4         4         
Vardas444      Pavarde444     4         5         7         8         2         8         
Vardas445      Pavarde445     6         1         7         9         8         7         
Vardas446      Pavarde446     1         3         8         8         10        7         
Vardas447      Pavarde447     4         4         2         2         5         8         
Vardas448      Pavarde448     9         7         6         2         8         9         
Vardas449      Pavarde449     1         8         7         7         3         4         
Vardas450      Pavarde450     7         6         2         6         3         2         
Vardas451      Pavarde451     9         7         10        6         5         5         
Vardas452      Pavarde452     6         7         9         3         10        5         
Vardas453      Pavarde453     8         2         9         1         6         6         
Vardas454      Pavarde454     10        5         1         4         6         6         
Vardas455      Pavarde455     4         5         1         3         3         3         
Vardas456      Pavarde456     2         5         9         10        3         2         
Vardas457      Pavarde457     3         3         6         2         6         4         
Vardas458      Pavarde458     3         7         3         10        7         6         
Vardas459      Pavarde459     5         5         7         2         6         2         
Vardas460      Pavarde460     2         1         2         5         3         3         
Vardas461      Pavarde461     3         5         2         2         4         7         
Vardas462      Pavarde462     10        8         1         6         7         9         
Vardas463      Pavarde463     10        8         7         1         2         5         
Vardas464      Pavarde464     2         8         8         10        1         9         
Vardas465      Pavarde465     2         8         7         1         7         9         
Vardas466      Pavarde466     1         3         3         9         8         7         
Vardas467      Pavarde467     1         8         1         2         2         3         
Vardas468      Pavarde468     3         9         6         3         7         3         
Vardas469      Pavarde469     9         9         1         3         6         5         
Vardas470      Pavarde470     1         8         3         3         6         3         
Vardas471      Pavarde471     2         8         7         6         9         8         
Vardas472      Pavarde472     2         6         2         10        3         4         
Vardas473      Pavarde473     4         2         6         2         9         5         
Vardas474      Pavarde474     6         10        1         1         8         2         
Vardas475      Pavarde475     3         10        4         9         1         5         
Vardas476      Pavarde476     7         9         8         2         9         5         
Vardas477      Pavarde477     10        7         6         8         10        5         
Vardas478      Pavarde478     5         6         2         1         10        7         
Vardas479      Pavarde479     2         9         1         7         3         4         
Vardas480      Pavarde480     5         2         5         5         3         5         
Vardas481      Pavarde481     9         7         9         3         2         10        
Vardas482      Pavarde482     6         5         4         8         5         4         
Vardas483      Pavarde483     4         3         8         5         5         9         
Vardas484      Pavarde484     6         8         4         10        8         5         
Vardas485      Pavarde485     7         10        3         9         6         10        
Vardas486      Pavarde486     9         4         7         4         5         4         
Vardas487      Pavarde487     3         8         1         7         1         1         
Vardas488      Pavarde488     3         6         8         10        10        8         
Vardas489      Pavarde489     5         8         8         5         7         2         
Vardas490      Pavarde490     7         7         9         7         7         1         
Vardas491      Pavarde491     2         10        4         1         7         8         
Vardas492      Pavarde492     6         6         5         10        5         2         
Vardas493      Pavarde493     3         7         2         10        4         6         
Vardas494      Pavarde494     9         9         8         6         3         6         
Vardas495      Pavarde495     1         1         4         8         9         2         
Vardas496      Pavarde496     8         4         9         8         3         6         
Vardas497      Pavarde497     6         4         5         9         8         3         
Vardas498      Pavarde498     5         7         7         6         5         5         
Vardas499      Pavarde499     3         2         6         3         2         9         
Vardas500      Pavarde500     10        1         5         1         6         6         
Vardas501      Pavarde501     2         2         6         1         4         2         
Vardas502      Pavarde502     2         4         7         5         2         6         
Vardas503      Pavarde503     6         6         9         6         5         10        
Vardas504      Pavarde504     8         4         7         6         7         9         
Vardas505      Pavarde505     7         2         2         10        6         4         
Vardas506      Pavarde506     5         3         8         2         4         3         
Vardas507      Pavarde507     5         7         3         10        9         2         
Vardas508      Pavarde508     9         4         5         8         9         2         
Vardas509      Pavarde509     4         10        7         5         1         1         
Vardas510      Pavarde510     4         1         6         9         4         10        
Vardas511      Pavarde511     1         1         8         2         1         2         
Vardas512      Pavarde512     4         3         6         3         5         3         
Vardas513      Pavarde513     8         1         5         1         3         9         
Vardas514      Pavarde514     8         8         1         1         10        8         
Vardas515      Pavarde515     5         3         8         4         5         10        
Vardas516      Pavarde516     3         10        2         9         2         3         
Vardas517      Pavarde517     5         5         3         7         2         7         
Vardas518      Pavarde518     2         9         9         8         5         5         
Vardas519      Pavarde519     7         4         4         3         2         1         
Vardas520      Pavarde520     1         5         2         8         9         4         
Vardas521      Pavarde521     9         4         8         9         1         2         
Vardas522      Pavarde522     2         8         7         8         7         9         
Vardas523      Pavarde523     9         3         6         9         6         4         
Vardas524      Pavarde524     4         10        1         8         7         1         
Vardas525      Pavarde525     4         6         7         9         4         1         
Vardas526      Pavarde526     2         8         1         7         6         1         
Vardas527      Pavarde527     5         7         2         4         7         1         
Vardas528      Pavarde528     8         7         6         10        8         7         
Vardas529      Pavarde529     1         6         9         1         6         4         
Vardas530      Pavarde530     3         5         3         4         2         4         
Vardas531      Pavarde531     5         9         9         2         9         10        
Vardas532      Pavarde532     7         6         5         3         3         9         
Vardas533      Pavarde533     7         2         5         1         2         8         
Vardas534      Pavarde534     6         2         5         6         9         3         
Vardas535      Pavarde535     6         3         4         10        5         7         
